dataset,variable,label,description
Network Survey Wave 7.2 (Fall 2013),alter2rel5_sq019_75,alter2.rel [5_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter2rel6_sq019_75,alter2.rel [6_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter2rel7_sq019_75,alter2.rel [7_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter2rel8_sq019_75,alter2.rel [8_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter2rel9_sq019_75,alter2.rel [9_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter2rel10_sq019_75,alter2.rel [10_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter2rel11_sq019_75,alter2.rel [11_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter2rel12_sq019_75,alter2.rel [12_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter2rel13_sq019_75,alter2.rel [13_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel1_sq019_75,alter3.rel [1_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel2_sq019_75,alter3.rel [2_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel3_sq019_75,alter3.rel [3_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel4_sq019_75,alter3.rel [4_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel5_sq019_75,alter3.rel [5_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel6_sq019_75,alter3.rel [6_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel7_sq019_75,alter3.rel [7_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel8_sq019_75,alter3.rel [8_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel9_sq019_75,alter3.rel [9_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel10_sq019_75,alter3.rel [10_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel11_sq019_75,alter3.rel [11_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter3rel12_sq019_75,alter3.rel [12_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel1_sq019_75,alter4.rel [1_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel2_sq019_75,alter4.rel [2_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel3_sq019_75,alter4.rel [3_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel4_sq019_75,alter4.rel [4_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel5_sq019_75,alter4.rel [5_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel6_sq019_75,alter4.rel [6_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel7_sq019_75,alter4.rel [7_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel8_sq019_75,alter4.rel [8_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel9_sq019_75,alter4.rel [9_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel10_sq019_75,alter4.rel [10_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter4rel11_sq019_75,alter4.rel [11_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel1_sq019_75,alter5.rel [1_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel2_sq019_75,alter5.rel [2_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel3_sq019_75,alter5.rel [3_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel4_sq019_75,alter5.rel [4_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel5_sq019_75,alter5.rel [5_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel6_sq019_75,alter5.rel [6_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel7_sq019_75,alter5.rel [7_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel8_sq019_75,alter5.rel [8_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel9_sq019_75,alter5.rel [9_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter5rel10_sq019_75,alter5.rel [10_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel1_sq019_75,alter6.rel [1_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel2_sq019_75,alter6.rel [2_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel3_sq019_75,alter6.rel [3_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel4_sq019_75,alter6.rel [4_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel5_sq019_75,alter6.rel [5_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel6_sq019_75,alter6.rel [6_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel7_sq019_75,alter6.rel [7_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel8_sq019_75,alter6.rel [8_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter6rel9_sq019_75,alter6.rel [9_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter7rel1_sq019_75,alter7.rel [1_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter7rel2_sq019_75,alter7.rel [2_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter7rel3_sq019_75,alter7.rel [3_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter7rel4_sq019_75,alter7.rel [4_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter7rel5_sq019_75,alter7.rel [5_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter7rel6_sq019_75,alter7.rel [6_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter7rel7_sq019_75,alter7.rel [7_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter7rel8_sq019_75,alter7.rel [8_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter8rel1_sq019_75,alter8.rel [1_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter8rel2_sq019_75,alter8.rel [2_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter8rel3_sq019_75,alter8.rel [3_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter8rel4_sq019_75,alter8.rel [4_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter8rel5_sq019_75,alter8.rel [5_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter8rel6_sq019_75,alter8.rel [6_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter8rel7_sq019_75,alter8.rel [7_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter9rel1_sq019_75,alter9.rel [1_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter9rel2_sq019_75,alter9.rel [2_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter9rel3_sq019_75,alter9.rel [3_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter9rel4_sq019_75,alter9.rel [4_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter9rel5_sq019_75,alter9.rel [5_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),alter9rel6_sq019_75,alter9.rel [6_SQ019],NA
Network Survey Wave 7.2 (Fall 2013),startlanguage_75,Start language,NA
Network Survey Wave 7.2 (Fall 2013),token_75,Token,NA
Network Survey Wave 7.2 (Fall 2013),id_75,Survey ID,NA
Network Survey Wave 7.2 (Fall 2013),completed_75,Completed,NA
Network Survey Wave 7.2 (Fall 2013),lastpageseen_75,Last page seen,NA
Network Survey Wave 7.2 (Fall 2013),FirstName_75,First Name,NA
Network Survey Wave 7.2 (Fall 2013),LastName_75,Last Name,NA
Network Survey Wave 7.2 (Fall 2013),numberalter_75,Number.alter,NA
Network Survey Wave 7.2 (Fall 2013),survey_75,Survey,NA
Network Survey Wave 7.2 (Fall 2013),ndemail_75,ND Email,NA
Network Survey Wave 7.2 (Fall 2013),secondemail_75,Secondary Emails,NA
Network Survey Wave 7.2 (Fall 2013),v6_75,NA,NA
Network Survey Wave 7.2 (Fall 2013),v7_75,NA,NA
Network Survey Wave 7.2 (Fall 2013),Dorm_75,NA,NA
Network Survey Wave 7.2 (Fall 2013),_merge,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 7.2 (Fall 2013),socialcontextWork_75,Interact at work,NA
Network Survey Wave 7.2 (Fall 2013),socialcontextTextcalling_75,Interact through text or calling,NA
Network Survey Wave 7.2 (Fall 2013),socialcontextInternet_75,Interact through the internet,NA
Network Survey Wave 7.2 (Fall 2013),socialcontextCulturalathletic_75,Interact through cultural or athletic event,NA
Network Survey Wave 7.2 (Fall 2013),socialcontextOther_75,Interact Other,NA
Network Survey Wave 7.2 (Fall 2013),alterother_75,Relationship type other,NA
Network Survey Wave 7.2 (Fall 2013),whatdorm_75,Dorm of alter,NA
Network Survey Wave 7.2 (Fall 2013),gender_75,Gender,NA
Network Survey Wave 7.2 (Fall 2013),race_75,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9,NA
Network Survey Wave 7.2 (Fall 2013),reltype_75,Relationship Type,NA
Network Survey Wave 7.2 (Fall 2013),subjectivesimilar_75,Ego's perception of similarity to alter,NA
Network Survey Wave 7.2 (Fall 2013),duplicate,NA,NA
Network Survey Wave 7.2 (Fall 2013),duplicate_name_7,NA,NA
Network Survey Wave 7.2 (Fall 2013),duplicate_number_7,NA,NA
Network Survey Wave 8 (Winter 2014),sender,Study Participant's Number,NA
Network Survey Wave 8 (Winter 2014),position_8,Position listed in survey,NA
Network Survey Wave 8 (Winter 2014),altername,Alter Name,NA
Network Survey Wave 8 (Winter 2014),receiver_string,Phone Number,NA
Network Survey Wave 8 (Winter 2014),receiver,Phone Number,NA
Network Survey Wave 8 (Winter 2014),email_8,Email,NA
Network Survey Wave 8 (Winter 2014),freqfall2013_8,Frequency of interaction during Spring 2012,NA
Network Survey Wave 8 (Winter 2014),closeness_8,Closeness,NA
Network Survey Wave 8 (Winter 2014),duration_8,"Duration of Relationship, in Years",NA
Network Survey Wave 8 (Winter 2014),emotionloving_8,Loving,NA
Network Survey Wave 8 (Winter 2014),emotionexciting_8,Exciting,NA
Network Survey Wave 8 (Winter 2014),emotionsignificant_8,Significant,NA
Network Survey Wave 8 (Winter 2014),notredamerelation_8,Relationship to Notre Dame,NA
Network Survey Wave 8 (Winter 2014),socialcontextOffcampus_8,Interact off campus,NA
Network Survey Wave 8 (Winter 2014),socialcontextInclass_8,Interact in class,NA
Network Survey Wave 8 (Winter 2014),socialcontextOutsideclass_8,Interact outside of class,NA
Network Survey Wave 8 (Winter 2014),socialcontextDormroom_8,Interact Your/Their dormroom,NA
Network Survey Wave 8 (Winter 2014),socialcontextDorm_8,Interact in the dorm,NA
Network Survey Wave 8 (Winter 2014),socialcontextReligious_8,Interact at religious event,NA
Network Survey Wave 8 (Winter 2014),socialcontextHome_8,Interact at home,NA
Network Survey Wave 8 (Winter 2014),socialcontextClubteam_8,Interact through club or team,NA
Network Survey Wave 8 (Winter 2014),activitiesact01_8,5.activities [act01],NA
Network Survey Wave 8 (Winter 2014),activitiesact02_8,5.activities [act02],NA
Network Survey Wave 8 (Winter 2014),activitiesact03_8,5.activities [act03],NA
Network Survey Wave 8 (Winter 2014),activitiesact04_8,5.activities [act04],NA
Network Survey Wave 8 (Winter 2014),activitiesact05_8,5.activities [act05],NA
Network Survey Wave 8 (Winter 2014),sameactivities1_8,Does Activity 1,NA
Network Survey Wave 8 (Winter 2014),sameactivities2_8,Does actiivty 2,NA
Network Survey Wave 8 (Winter 2014),sameactivities3_8,Does activity 3,NA
Network Survey Wave 8 (Winter 2014),sameactivities4_8,Does Activity 4,NA
Network Survey Wave 8 (Winter 2014),sameactivities5_8,Does Activity 5,NA
Network Survey Wave 8 (Winter 2014),altermusic_8,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 8 (Winter 2014),altermovies_8,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 8 (Winter 2014),alterbooks_8,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 8 (Winter 2014),altersports_8,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 8 (Winter 2014),altergames_8,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 8 (Winter 2014),alteroutdoor_8,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 8 (Winter 2014),classtogether_8,1 | 2 | 3,NA
Network Survey Wave 8 (Winter 2014),alter10rel1_sq019_8,alter10.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter10rel2_sq019_8,alter10.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter10rel3_sq019_8,alter10.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter10rel4_sq019_8,alter10.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter10rel5_sq019_8,alter10.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter11rel1_sq019_8,alter11.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter11rel2_sq019_8,alter11.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter11rel3_sq019_8,alter11.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter11rel4_sq019_8,alter11.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter12rel1_sq019_8,alter12.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter12rel2_sq019_8,alter12.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter12rel3_sq019_8,alter12.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter13rel1_sq019_8,alter13.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter13rel2_sq019_8,alter13.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter14rel1_sq019_8,alter14.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter1rel1_sq001_8,alter1.rel [1_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel2_sq001_8,alter1.rel [2_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel3_sq001_8,alter1.rel [3_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel4_sq001_8,alter1.rel [4_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel5_sq001_8,alter1.rel [5_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel6_sq001_8,alter1.rel [6_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel7_sq001_8,alter1.rel [7_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel8_sq001_8,alter1.rel [8_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel9_sq001_8,alter1.rel [9_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel10_sq001_8,alter1.rel [10_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel11_sq001_8,alter1.rel [11_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel12_sq001_8,alter1.rel [12_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel13_sq001_8,alter1.rel [13_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter1rel14_sq001_8,alter1.rel [14_SQ001],NA
Network Survey Wave 8 (Winter 2014),alter2rel1_sq019_8,alter2.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel2_sq019_8,alter2.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel3_sq019_8,alter2.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel4_sq019_8,alter2.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel5_sq019_8,alter2.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel6_sq019_8,alter2.rel [6_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel7_sq019_8,alter2.rel [7_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel8_sq019_8,alter2.rel [8_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel9_sq019_8,alter2.rel [9_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel10_sq019_8,alter2.rel [10_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel11_sq019_8,alter2.rel [11_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel12_sq019_8,alter2.rel [12_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter2rel13_sq019_8,alter2.rel [13_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel1_sq019_8,alter3.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel2_sq019_8,alter3.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel3_sq019_8,alter3.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel4_sq019_8,alter3.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel5_sq019_8,alter3.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel6_sq019_8,alter3.rel [6_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel7_sq019_8,alter3.rel [7_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel8_sq019_8,alter3.rel [8_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel9_sq019_8,alter3.rel [9_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel10_sq019_8,alter3.rel [10_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel11_sq019_8,alter3.rel [11_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter3rel12_sq019_8,alter3.rel [12_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel1_sq019_8,alter4.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel2_sq019_8,alter4.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel3_sq019_8,alter4.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel4_sq019_8,alter4.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel5_sq019_8,alter4.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel6_sq019_8,alter4.rel [6_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel7_sq019_8,alter4.rel [7_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel8_sq019_8,alter4.rel [8_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel9_sq019_8,alter4.rel [9_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel10_sq019_8,alter4.rel [10_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter4rel11_sq019_8,alter4.rel [11_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel1_sq019_8,alter5.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel2_sq019_8,alter5.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel3_sq019_8,alter5.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel4_sq019_8,alter5.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel5_sq019_8,alter5.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel6_sq019_8,alter5.rel [6_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel7_sq019_8,alter5.rel [7_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel8_sq019_8,alter5.rel [8_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel9_sq019_8,alter5.rel [9_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter5rel10_sq019_8,alter5.rel [10_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel1_sq019_8,alter6.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel2_sq019_8,alter6.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel3_sq019_8,alter6.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel4_sq019_8,alter6.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel5_sq019_8,alter6.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel6_sq019_8,alter6.rel [6_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel7_sq019_8,alter6.rel [7_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel8_sq019_8,alter6.rel [8_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter6rel9_sq019_8,alter6.rel [9_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter7rel1_sq019_8,alter7.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter7rel2_sq019_8,alter7.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter7rel3_sq019_8,alter7.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter7rel4_sq019_8,alter7.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter7rel5_sq019_8,alter7.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter7rel6_sq019_8,alter7.rel [6_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter7rel7_sq019_8,alter7.rel [7_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter7rel8_sq019_8,alter7.rel [8_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter8rel1_sq019_8,alter8.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter8rel2_sq019_8,alter8.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter8rel3_sq019_8,alter8.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter8rel4_sq019_8,alter8.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter8rel5_sq019_8,alter8.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter8rel6_sq019_8,alter8.rel [6_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter8rel7_sq019_8,alter8.rel [7_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter9rel1_sq019_8,alter9.rel [1_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter9rel2_sq019_8,alter9.rel [2_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter9rel3_sq019_8,alter9.rel [3_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter9rel4_sq019_8,alter9.rel [4_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter9rel5_sq019_8,alter9.rel [5_SQ019],NA
Network Survey Wave 8 (Winter 2014),alter9rel6_sq019_8,alter9.rel [6_SQ019],NA
Network Survey Wave 8 (Winter 2014),startlanguage_8,Start language,NA
Network Survey Wave 8 (Winter 2014),token_8,Token,NA
Network Survey Wave 8 (Winter 2014),id_8,Survey ID,NA
Network Survey Wave 8 (Winter 2014),completed_8,Completed,NA
Network Survey Wave 8 (Winter 2014),lastpageseen_8,Last page seen,NA
Network Survey Wave 8 (Winter 2014),FirstName_8,First Name,NA
Network Survey Wave 8 (Winter 2014),LastName_8,Last Name,NA
Network Survey Wave 8 (Winter 2014),numberalter_8,Number.alter,NA
Network Survey Wave 8 (Winter 2014),survey_8,Survey,NA
Network Survey Wave 8 (Winter 2014),_merge,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 8 (Winter 2014),socialcontextWork_8,Interact at work,NA
Network Survey Wave 8 (Winter 2014),socialcontextTextcalling_8,Interact through text or calling,NA
Network Survey Wave 8 (Winter 2014),socialcontextInternet_8,Interact through the internet,NA
Network Survey Wave 8 (Winter 2014),socialcontextCulturalathletic_8,Interact through cultural or athletic event,NA
Network Survey Wave 8 (Winter 2014),socialcontextOther_8,Interact Other,NA
Network Survey Wave 8 (Winter 2014),alterother_8,Relationship type other,NA
Network Survey Wave 8 (Winter 2014),whatdorm_8,Dorm of alter,NA
Network Survey Wave 8 (Winter 2014),gender_8,Gender,NA
Network Survey Wave 8 (Winter 2014),race_8,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9,NA
Network Survey Wave 8 (Winter 2014),reltype_8,Relationship Type,NA
Network Survey Wave 8 (Winter 2014),subjectivesimilar_8,Ego's perception of similarity to alter,NA
Network Survey Wave 8 (Winter 2014),duplicate,NA,NA
Network Survey Wave 8 (Winter 2014),duplicate_name_8,NA,NA
Network Survey Wave 8 (Winter 2014),duplicate_number_8,NA,NA
Demographic Surveys,egoid,EgoID,NA
Demographic Surveys,completed_6,NA,NA
Demographic Surveys,firstname_6,FirstName_6,NA
Demographic Surveys,lastname_6,LastName_6,NA
Demographic Surveys,duplicate,NA,NA
Demographic Surveys,id_6,NA,NA
